Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	2D_1 Spectral Count	2D_2 Spectral Count	2D_3 Spectral Count	3D_1 Spectral Count	3D_2 Spectral Count	3D_3 Spectral Count	2D_1 Unique Spectral Count	2D_2 Unique Spectral Count	2D_3 Unique Spectral Count	3D_1 Unique Spectral Count	3D_2 Unique Spectral Count	3D_3 Unique Spectral Count	2D_1 Total Spectral Count	2D_2 Total Spectral Count	2D_3 Total Spectral Count	3D_1 Total Spectral Count	3D_2 Total Spectral Count	3D_3 Total Spectral Count	2D_1 Intensity	2D_2 Intensity	2D_3 Intensity	3D_1 Intensity	3D_2 Intensity	3D_3 Intensity	2D_1 MaxLFQ Intensity	2D_2 MaxLFQ Intensity	2D_3 MaxLFQ Intensity	3D_1 MaxLFQ Intensity	3D_2 MaxLFQ Intensity	3D_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|A3KMH1|VWA8_HUMAN	A3KMH1	VWA8_HUMAN	VWA8	1905	Homo sapiens	1:Experimental evidence at protein level	von Willebrand factor A domain-containing protein 8	1.0	0.999	20	87	87	87	13	31	18	7	9	9	13	31	18	7	9	9	13	31	18	7	9	9	4.8377908E7	7.502532E7	7.631317E7	2.7491664E7	2.3823324E7	2.6094226E7	8216750.5	1.1305497E7	8825119.0	6250931.5	6508166.0	6041453.5	
sp|A3KN83|SBNO1_HUMAN	A3KN83	SBNO1_HUMAN	SBNO1	1393	Homo sapiens	1:Experimental evidence at protein level	Protein strawberry notch homolog 1	1.0	0.999	7	24	13	24	2	2	6	3	5	6	2	1	3	1	2	4	2	2	6	3	5	6	1.0122131E7	1.0531005E7	7303938.0	6805638.5	6182150.5	6522143.0	3576260.8	3127191.5	3118600.0	2507052.5	2598686.0	3064891.8	
sp|A4D1E9|GTPBA_HUMAN	A4D1E9	GTPBA_HUMAN	GTPBP10	387	Homo sapiens	1:Experimental evidence at protein level	GTP-binding protein 10	1.0	0.999	3	7	7	7	3	3	1	0	0	0	3	3	1	0	0	0	3	3	1	0	0	0	6863435.5	8500378.0	8163341.5	4626956.0	0.0	0.0	3787406.8	5249645.5	4222044.5	2907940.8	0.0	0.0	
sp|A4D263|SMIP7_HUMAN	A4D263	SMIP7_HUMAN	SPMIP7	438	Homo sapiens	1:Experimental evidence at protein level	Protein SPMIP7	0.8484	0.9912	1	6	6	6	0	0	0	0	2	4	0	0	0	0	2	4	0	0	0	0	2	4	0.0	0.0	0.0	0.0	0.0	7.406303E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A5A3E0|POTEF_HUMAN	A5A3E0	POTEF_HUMAN	POTEF	1075	Homo sapiens	1:Experimental evidence at protein level	POTE ankyrin domain family member F	0.9999	0.999	14	8	1	1591	2	1	2	0	0	3	1	0	0	0	0	0	282	278	264	252	264	251	0.0	0.0	0.0	0.0	0.0	2132146.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A5D8V6|VP37C_HUMAN	A5D8V6	VP37C_HUMAN	VPS37C	355	Homo sapiens	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 37C	0.9803	0.999	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A5PLL7|PEDS1_HUMAN	A5PLL7	PEDS1_HUMAN	PEDS1	270	Homo sapiens	1:Experimental evidence at protein level	Plasmanylethanolamine desaturase 1	0.9994	0.999	2	2	2	2	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0.0	1722562.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A5PLN9|TPC13_HUMAN	A5PLN9	TPC13_HUMAN	TRAPPC13	417	Homo sapiens	1:Experimental evidence at protein level	Trafficking protein particle complex subunit 13	0.9884	0.999	2	2	2	2	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0.0	0.0	5887586.0	0.0	3635816.5	4309242.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A5YKK6|CNOT1_HUMAN	A5YKK6	CNOT1_HUMAN	CNOT1	2376	Homo sapiens	1:Experimental evidence at protein level	CCR4-NOT transcription complex subunit 1	1.0	0.999	37	223	223	223	28	35	30	45	45	40	28	35	30	45	45	40	28	35	30	45	45	40	9.07202E7	9.0259144E7	1.0176355E8	1.3457085E8	1.2218841E8	1.2165487E8	9047739.0	9073218.0	9341180.0	1.0779092E7	1.0468475E7	9879636.0	
sp|A6NCE7|MP3B2_HUMAN	A6NCE7	MP3B2_HUMAN	MAP1LC3B2	125	Homo sapiens	1:Experimental evidence at protein level	Microtubule-associated protein 1 light chain 3 beta 2	1.0	0.999	3	5	0	5	1	3	0	0	1	0	0	0	0	0	0	0	1	3	0	0	1	0	9634753.0	9459148.0	6006699.0	3954763.0	1399513.1	2411704.0	4139994.5	4640927.5	3652044.5	2375133.5	0.0	0.0	sp|Q9GZQ8|MLP3B_HUMAN
sp|A6NDG6|PGP_HUMAN	A6NDG6	PGP_HUMAN	PGP	321	Homo sapiens	1:Experimental evidence at protein level	Phosphoglycolate phosphatase	1.0	0.999	8	72	72	72	10	12	14	11	12	13	10	12	14	11	12	13	10	12	14	11	12	13	6.176384E7	5.9465532E7	6.5050604E7	5.893355E7	5.7289056E7	5.6292156E7	1.5772248E7	1.5943648E7	1.6176658E7	1.4824282E7	1.5837756E7	1.4879503E7	
sp|A6NDU8|RIMC1_HUMAN	A6NDU8	RIMC1_HUMAN	RIMOC1	294	Homo sapiens	1:Experimental evidence at protein level	RAB7A-interacting MON1-CCZ1 complex subunit 1	1.0	0.999	3	12	12	12	0	2	1	3	3	3	0	2	1	3	3	3	0	2	1	3	3	3	3447737.5	4575548.5	4550322.0	8222120.0	1.0242164E7	9370910.0	0.0	3702659.2	3669253.0	6511260.0	3740971.0	3398650.5	
sp|A6NFI3|ZN316_HUMAN	A6NFI3	ZN316_HUMAN	ZNF316	1004	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 316	1.0	0.999	5	11	11	11	1	4	1	2	1	2	1	4	1	2	1	2	1	4	1	2	1	2	1066694.4	7686067.0	0.0	2850347.0	1940366.6	1.9526092E7	0.0	9296425.0	0.0	0.0	0.0	4766126.0	
sp|A6NFN3|RFOX3_HUMAN	A6NFN3	RFOX3_HUMAN	RBFOX3	312	Homo sapiens	1:Experimental evidence at protein level	RNA binding protein fox-1 homolog 3	0.9803	0.999	1	8	0	8	2	2	0	2	0	2	0	0	0	0	0	0	2	2	0	2	0	2	3740593.8	4573578.5	4831275.5	4583050.0	0.0	4672137.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|O43251|RFOX2_HUMAN, sp|Q9NWB1|RFOX1_HUMAN
sp|A6NFQ2|TCAF2_HUMAN	A6NFQ2	TCAF2_HUMAN	TCAF2	919	Homo sapiens	1:Experimental evidence at protein level	TRPM8 channel-associated factor 2	0.9388	0.991	2	2	2	2	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0.0	0.0	0.0	1143009.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NHL2|TBAL3_HUMAN	A6NHL2	TBAL3_HUMAN	TUBAL3	446	Homo sapiens	1:Experimental evidence at protein level	Tubulin alpha chain-like 3	1.0	0.999	8	2	2	718	0	1	0	0	0	1	0	1	0	0	0	1	106	114	137	132	118	111	0.0	0.0	0.0	0.0	0.0	7.934063E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NHR9|SMHD1_HUMAN	A6NHR9	SMHD1_HUMAN	SMCHD1	2005	Homo sapiens	1:Experimental evidence at protein level	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	1.0	0.999	28	215	215	215	31	36	38	35	41	34	31	36	38	35	41	34	31	36	38	35	41	34	9.915531E7	1.1975941E8	1.02134264E8	9.695409E7	8.683259E7	8.5348584E7	1.2152149E7	1.2619764E7	1.2614553E7	1.1895596E7	1.0941556E7	1.1299827E7	
sp|A6NIH7|U119B_HUMAN	A6NIH7	U119B_HUMAN	UNC119B	251	Homo sapiens	1:Experimental evidence at protein level	Protein unc-119 homolog B	1.0	0.999	5	43	33	43	2	5	5	7	10	14	2	2	5	4	8	12	2	5	5	7	10	14	2831017.0	9860580.0	1.6058761E7	2.0265612E7	3.001529E7	2.7701202E7	0.0	5796759.5	7012234.5	7459123.0	9367649.0	9137538.0	
sp|A6NJ78|MET15_HUMAN	A6NJ78	MET15_HUMAN	METTL15	407	Homo sapiens	1:Experimental evidence at protein level	12S rRNA N(4)-cytidine methyltransferase METTL15	1.0	0.999	3	12	12	12	4	5	2	0	1	0	4	5	2	0	1	0	4	5	2	0	1	0	6953076.5	1.322062E7	2631296.2	4466326.0	2566650.0	0.0	2907679.0	5961908.0	0.0	2497554.5	0.0	0.0	
sp|A6NKD9|CC85C_HUMAN	A6NKD9	CC85C_HUMAN	CCDC85C	419	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 85C	1.0	0.999	4	9	9	9	2	3	1	0	2	1	2	3	1	0	2	1	2	3	1	0	2	1	5699725.0	4071302.8	2128854.0	3052958.5	1862033.2	1835084.5	3250630.5	2330693.2	0.0	1746545.2	0.0	0.0	
sp|A6ZKI3|RTL8C_HUMAN	A6ZKI3	RTL8C_HUMAN	RTL8C	113	Homo sapiens	1:Experimental evidence at protein level	Retrotransposon Gag-like protein 8C	0.9803	0.999	1	12	12	12	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3917220.0	5122481.0	5582369.5	4211393.0	3510370.0	5540935.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A7KAX9|RHG32_HUMAN	A7KAX9	RHG32_HUMAN	ARHGAP32	2087	Homo sapiens	1:Experimental evidence at protein level	Rho GTPase-activating protein 32	0.9214	0.9958	2	2	2	2	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0.0	0.0	3740809.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A8CG34|P121C_HUMAN	A8CG34	P121C_HUMAN	POM121C	1229	Homo sapiens	1:Experimental evidence at protein level	Nuclear envelope pore membrane protein POM 121C	0.9795	0.999	1	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q96HA1|P121A_HUMAN
sp|A8MWD9|RUXGL_HUMAN	A8MWD9	RUXGL_HUMAN	SNRPGP15	76	Homo sapiens	5:Protein uncertain	Putative small nuclear ribonucleoprotein G-like protein 15	0.9999	0.999	3	26	0	26	5	4	3	4	6	4	0	0	0	0	0	0	5	4	3	4	6	4	8.7958104E7	1.0601879E8	9.874023E7	8.3537304E7	9.582781E7	1.0320811E8	7.065544E7	8.962995E7	8.597103E7	7.475634E7	8.834773E7	1.21540856E8	sp|P62308|RUXG_HUMAN
sp|A8MXV4|NUD19_HUMAN	A8MXV4	NUD19_HUMAN	NUDT19	375	Homo sapiens	1:Experimental evidence at protein level	Acyl-coenzyme A diphosphatase NUDT19	1.0	0.999	5	8	8	8	3	1	2	1	1	0	3	1	2	1	1	0	3	1	2	1	1	0	8843752.0	3146298.0	2668272.8	1383360.5	0.0	0.0	3170091.0	2769823.5	0.0	0.0	0.0	0.0	
sp|A9UHW6|MI4GD_HUMAN	A9UHW6	MI4GD_HUMAN	MIF4GD	222	Homo sapiens	1:Experimental evidence at protein level	MIF4G domain-containing protein	1.0	0.999	3	14	14	14	1	3	1	4	4	1	1	3	1	4	4	1	1	3	1	4	4	1	2720781.5	1.1954822E7	7.224654E7	4.6019536E7	5.2215284E7	1034335.4	0.0	1.3573556E7	0.0	3.1616916E7	3.8005492E7	0.0	
sp|B7ZAQ6|GPHRA_HUMAN	B7ZAQ6	GPHRA_HUMAN	GPHRA	455	Homo sapiens	1:Experimental evidence at protein level	Golgi pH regulator A	1.0	0.999	5	22	0	22	6	6	3	3	3	1	0	0	0	0	0	0	6	6	3	3	3	1	9340021.0	1.1142201E7	6039097.5	3246854.5	6735855.5	2221257.0	2537989.5	3318393.5	2652298.8	2025695.2	2442969.8	0.0	sp|P0CG08|GPHRB_HUMAN
sp|B9A064|IGLL5_HUMAN	B9A064	IGLL5_HUMAN	IGLL5	214	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda-like polypeptide 5	0.9785	0.999	5	10	3	10	3	3	4	0	0	0	0	3	0	0	0	0	3	3	4	0	0	0	4888700.0	6359851.0	1.7062358E7	1876110.9	0.0	0.0	2103923.2	0.0	7896490.0	0.0	0.0	0.0	
sp|C4AMC7|WASH3_HUMAN	C4AMC7	WASH3_HUMAN	WASH3P	463	Homo sapiens	1:Experimental evidence at protein level	Putative WAS protein family homolog 3	0.9997	0.999	3	9	0	9	0	1	0	2	2	4	0	0	0	0	0	0	0	1	0	2	2	4	2495678.8	2246354.8	3.575841E7	8271450.5	4.0864176E7	4.077717E7	0.0	0.0	0.0	1.8995698E7	1.748584E7	1.6887554E7	sp|Q6VEQ5|WASH2_HUMAN
sp|C9JI98|TM238_HUMAN	C9JI98	TM238_HUMAN	TMEM238	176	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 238	0.9996	0.999	2	12	12	12	2	1	0	3	2	4	2	1	0	3	2	4	2	1	0	3	2	4	5415157.0	4730177.0	4933493.5	5424101.0	5583676.5	5706421.0	3430355.8	2705326.8	2867562.5	3442038.0	3569178.0	3623127.8	
sp|C9JLW8|MCRI1_HUMAN	C9JLW8	MCRI1_HUMAN	MCRIP1	97	Homo sapiens	1:Experimental evidence at protein level	Mapk-regulated corepressor-interacting protein 1	1.0	0.999	5	36	36	36	7	6	3	8	5	7	7	6	3	8	5	7	7	6	3	8	5	7	8873349.0	6948805.0	4210756.5	1.1387755E7	1.0927308E7	1.2406521E7	2800425.2	2454336.0	2803269.0	3737232.2	3525496.8	4105520.0	
sp|E9PAV3|NACAM_HUMAN	E9PAV3	NACAM_HUMAN	NACA	2078	Homo sapiens	1:Experimental evidence at protein level	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	1.0	0.999	9	216	0	216	35	36	37	38	34	36	0	0	0	0	0	0	35	36	37	38	34	36	3.5068598E8	3.5310928E8	3.4762262E8	3.609508E8	3.5778675E8	3.015178E8	8.338577E7	7.7879576E7	8.2730136E7	8.5245736E7	8.1412696E7	6.818672E7	sp|Q13765|NACA_HUMAN
sp|E9PRG8|RSMC_HUMAN	E9PRG8	RSMC_HUMAN	RSMC	123	Homo sapiens	1:Experimental evidence at protein level	28S rRNA/ribosome and sororin micro-cofactor	1.0	0.999	6	57	57	57	11	8	13	8	11	6	11	8	13	8	11	6	11	8	13	8	11	6	3.6593256E7	2.877481E7	3.968152E7	2.415754E7	2.0795584E7	2.4136348E7	9609510.0	8847692.0	9087016.0	7563700.0	6647699.0	7818664.0	
sp|K7EJ46|SIM22_HUMAN	K7EJ46	SIM22_HUMAN	SMIM22	83	Homo sapiens	1:Experimental evidence at protein level	Small integral membrane protein 22	0.9996	0.999	1	6	6	6	0	1	0	2	1	2	0	1	0	2	1	2	0	1	0	2	1	2	2487325.5	3839630.5	2121736.8	6423704.0	1.489737E7	6234180.0	0.0	0.0	0.0	3579865.5	8370782.0	3468652.8	
sp|L0R6Q1|S35U4_HUMAN	L0R6Q1	S35U4_HUMAN	SLC35A4	103	Homo sapiens	1:Experimental evidence at protein level	SLC35A4 upstream open reading frame protein	1.0	0.999	3	18	18	18	2	5	4	2	2	3	2	5	4	2	2	3	2	5	4	2	2	3	5891664.0	7748457.0	1.1934031E7	2881826.8	1.0316989E7	1.0349024E7	5552968.5	7366932.0	5136628.5	0.0	5278967.0	4965428.5	
sp|L0R819|ASURF_HUMAN	L0R819	ASURF_HUMAN	ASDURF	96	Homo sapiens	1:Experimental evidence at protein level	ASNSD1 upstream open reading frame protein	0.9997	0.999	3	5	5	5	2	0	1	1	1	0	2	0	1	1	1	0	2	0	1	1	1	0	5.3847212E7	3947224.0	1.6266837E7	3257199.8	3118283.8	3805688.8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|L0R8F8|MIDUO_HUMAN	L0R8F8	MIDUO_HUMAN	MIEF1	70	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial ribosome and complex I assembly factor AltMIEF1	1.0	0.999	3	13	13	13	2	5	5	1	0	0	2	5	5	1	0	0	2	5	5	1	0	0	1.160537E7	1.5747404E7	1.2800044E7	6380985.0	0.0	5746864.0	4940583.0	6658702.5	5567362.0	3958507.8	0.0	2128347.8	
sp|O00115|DNS2A_HUMAN	O00115	DNS2A_HUMAN	DNASE2	360	Homo sapiens	1:Experimental evidence at protein level	Deoxyribonuclease-2-alpha	1.0	0.999	3	17	17	17	4	3	2	2	4	2	4	3	2	2	4	2	4	3	2	2	4	2	1.0699349E7	6616351.0	1.0123075E7	6735023.0	6304593.0	3905858.5	5660527.5	4392833.0	5434328.0	4564163.5	4096775.2	0.0	
sp|O00116|ADAS_HUMAN	O00116	ADAS_HUMAN	AGPS	658	Homo sapiens	1:Experimental evidence at protein level	Alkyldihydroxyacetonephosphate synthase, peroxisomal	1.0	0.999	26	203	203	203	37	41	37	31	31	26	37	41	37	31	31	26	37	41	37	31	31	26	1.8224181E8	1.8892264E8	2.1041789E8	1.1859772E8	1.224224E8	1.1852731E8	1.8984136E7	2.2167976E7	1.8688504E7	1.5062718E7	1.4286583E7	1.5183222E7	
sp|O00139|KIF2A_HUMAN	O00139	KIF2A_HUMAN	KIF2A	706	Homo sapiens	1:Experimental evidence at protein level	Kinesin-like protein KIF2A	1.0	0.999	15	138	123	138	23	23	20	24	22	26	20	21	17	21	20	24	23	23	20	24	22	26	6.5060508E7	7.095692E7	7.18263E7	6.953358E7	7.207912E7	6.210226E7	8867615.0	9190831.0	8842957.0	9359564.0	8905874.0	8569793.0	
sp|O00142|KITM_HUMAN	O00142	KITM_HUMAN	TK2	265	Homo sapiens	1:Experimental evidence at protein level	Thymidine kinase 2, mitochondrial	0.9792	0.9989	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1546875.1	1985373.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00148|DX39A_HUMAN	O00148	DX39A_HUMAN	DDX39A	427	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX39A	1.0	0.999	27	121	121	555	20	21	18	20	22	20	20	21	18	20	22	20	94	87	87	98	93	96	9.3200296E7	1.0102775E8	9.537863E7	8.39011E7	8.13619E7	7.7794104E7	2.198911E7	2.1504386E7	1.9174164E7	1.7988264E7	1.7977758E7	1.6987516E7	
sp|O00151|PDLI1_HUMAN	O00151	PDLI1_HUMAN	PDLIM1	329	Homo sapiens	1:Experimental evidence at protein level	PDZ and LIM domain protein 1	1.0	0.999	17	219	219	219	37	39	30	42	37	34	37	39	30	42	37	34	37	39	30	42	37	34	1.9274171E8	1.8000931E8	1.8846216E8	2.1609603E8	1.8820902E8	1.7681429E8	2.5345828E7	2.3857036E7	2.4351664E7	2.7822554E7	2.8756766E7	2.4616784E7	
sp|O00154|BACH_HUMAN	O00154	BACH_HUMAN	ACOT7	380	Homo sapiens	1:Experimental evidence at protein level	Cytosolic acyl coenzyme A thioester hydrolase	1.0	0.999	9	93	93	93	20	13	15	17	13	15	20	13	15	17	13	15	20	13	15	17	13	15	7.605816E7	6.3925696E7	7.325308E7	6.788602E7	6.3798116E7	7.491674E7	2.122229E7	1.7473114E7	1.965297E7	1.8333942E7	1.6900248E7	1.6881502E7	
sp|O00159|MYO1C_HUMAN	O00159	MYO1C_HUMAN	MYO1C	1063	Homo sapiens	1:Experimental evidence at protein level	Unconventional myosin-Ic	1.0	0.999	44	398	398	398	65	75	68	64	73	53	65	75	68	64	73	53	65	75	68	64	73	53	2.7849898E8	3.0813075E8	2.4748872E8	2.3039765E8	2.618954E8	2.1138274E8	1.6207717E7	1.9019178E7	1.6575697E7	1.4192343E7	1.726959E7	1.5005064E7	
sp|O00161|SNP23_HUMAN	O00161	SNP23_HUMAN	SNAP23	211	Homo sapiens	1:Experimental evidence at protein level	Synaptosomal-associated protein 23	1.0	0.999	6	35	35	35	5	5	6	7	7	5	5	5	6	7	7	5	5	5	6	7	7	5	1.8228618E7	1.4032924E7	4.307805E7	1.5624062E7	5.762949E7	2.1838922E7	1.0242938E7	8879643.0	1.2905091E7	9830920.0	1.2303911E7	1.1919292E7	
sp|O00165|HAX1_HUMAN	O00165	HAX1_HUMAN	HAX1	279	Homo sapiens	1:Experimental evidence at protein level	HCLS1-associated protein X-1	1.0	0.999	3	9	9	9	1	2	3	0	0	3	1	2	3	0	0	3	1	2	3	0	0	3	3202604.5	4189989.0	5012555.0	0.0	1997264.2	2819405.2	1808942.8	2345957.2	1706683.5	0.0	1118217.8	1593962.2	
sp|O00170|AIP_HUMAN	O00170	AIP_HUMAN	AIP	330	Homo sapiens	1:Experimental evidence at protein level	AH receptor-interacting protein	1.0	0.999	14	182	182	182	31	32	28	34	31	26	31	32	28	34	31	26	31	32	28	34	31	26	1.3758914E8	1.2655154E8	1.25610936E8	1.552553E8	1.4192376E8	1.3148401E8	2.3481214E7	2.3375786E7	2.2729898E7	2.532702E7	2.6800124E7	2.5241964E7	
sp|O00178|GTPB1_HUMAN	O00178	GTPB1_HUMAN	GTPBP1	669	Homo sapiens	1:Experimental evidence at protein level	GTP-binding protein 1	1.0	0.999	12	59	59	59	7	8	7	12	10	15	7	8	7	12	10	15	7	8	7	12	10	15	3.1842588E7	2.8863688E7	2.7586198E7	3.598914E7	3.3268894E7	2.7205358E7	5157863.0	5329688.5	5079000.5	6176222.5	6351171.5	5988976.0	
sp|O00182|LEG9_HUMAN	O00182	LEG9_HUMAN	LGALS9	355	Homo sapiens	1:Experimental evidence at protein level	Galectin-9	0.9803	0.999	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	1973264.2	1630976.6	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q3B8N2|LEG9B_HUMAN, sp|Q6DKI2|LEG9C_HUMAN
sp|O00186|STXB3_HUMAN	O00186	STXB3_HUMAN	STXBP3	592	Homo sapiens	1:Experimental evidence at protein level	Syntaxin-binding protein 3	1.0	0.999	13	69	69	69	13	11	10	7	13	15	13	11	10	7	13	15	13	11	10	7	13	15	7.023398E7	7.15056E7	2.889392E7	5.522136E7	3.895362E7	4.3840616E7	2.363276E7	2.4174182E7	2.2187148E7	2.3836016E7	2.2057706E7	2.1404388E7	
sp|O00189|AP4M1_HUMAN	O00189	AP4M1_HUMAN	AP4M1	453	Homo sapiens	1:Experimental evidence at protein level	AP-4 complex subunit mu-1	0.9742	0.9987	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1198233.9	1080138.2	958661.4	1513974.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00192|ARVC_HUMAN	O00192	ARVC_HUMAN	ARVCF	962	Homo sapiens	1:Experimental evidence at protein level	Splicing regulator ARVCF	0.9795	0.999	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00193|SMAP_HUMAN	O00193	SMAP_HUMAN	SMAP	183	Homo sapiens	1:Experimental evidence at protein level	Small acidic protein	1.0	0.999	3	63	63	63	10	8	10	11	12	12	10	8	10	11	12	12	10	8	10	11	12	12	4.5485052E7	3.2509096E7	2.4360504E7	5.0339676E7	4.2957508E7	3.6390564E7	2.4968198E7	1.7801832E7	1.4223011E7	2.6296272E7	2.1842724E7	1.964647E7	
sp|O00194|RB27B_HUMAN	O00194	RB27B_HUMAN	RAB27B	218	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-27B	1.0	0.999	7	68	51	68	11	12	8	14	11	12	7	9	6	11	9	9	11	12	8	14	11	12	3.909961E7	4.076835E7	3.6639704E7	3.811563E7	4.594789E7	3.477312E7	1.290137E7	1.455213E7	1.2421912E7	1.3613221E7	1.6788708E7	1.3100582E7	
sp|O00203|AP3B1_HUMAN	O00203	AP3B1_HUMAN	AP3B1	1094	Homo sapiens	1:Experimental evidence at protein level	AP-3 complex subunit beta-1	1.0	0.999	24	141	117	141	20	24	20	26	26	25	17	18	18	20	20	24	20	24	20	26	26	25	7.8283064E7	9.926611E7	7.429315E7	9.4729704E7	7.967791E7	8.49451E7	1.3612706E7	1.4788261E7	1.532261E7	1.6182507E7	1.4646883E7	1.5281173E7	
sp|O00214|LEG8_HUMAN	O00214	LEG8_HUMAN	LGALS8	317	Homo sapiens	1:Experimental evidence at protein level	Galectin-8	0.9996	0.999	2	15	15	15	3	3	2	4	1	2	3	3	2	4	1	2	3	3	2	4	1	2	6702710.0	5389254.5	5395638.5	6234374.0	5400745.5	3775959.5	4690585.5	3716074.2	3466240.8	4436712.0	3799583.5	2625539.5	
sp|O00217|NDUS8_HUMAN	O00217	NDUS8_HUMAN	NDUFS8	210	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	1.0	0.999	7	69	69	69	7	12	12	12	12	14	7	12	12	12	12	14	7	12	12	12	12	14	1.0551098E8	1.0788119E8	2.0826078E8	1.4347226E8	1.7715387E8	1.6185534E8	8.318612E7	9.046852E7	9.041742E7	1.1288287E8	1.3185614E8	1.2083287E8	
sp|O00221|IKBE_HUMAN	O00221	IKBE_HUMAN	NFKBIE	500	Homo sapiens	1:Experimental evidence at protein level	NF-kappa-B inhibitor epsilon	0.9798	0.999	1	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00231|PSD11_HUMAN	O00231	PSD11_HUMAN	PSMD11	422	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 11	1.0	0.999	27	446	446	446	70	65	76	87	76	72	70	65	76	87	76	72	70	65	76	87	76	72	6.079362E8	7.6986963E8	5.3506282E8	6.4482355E8	4.6332445E8	4.7253504E8	9.0833976E7	8.5906456E7	9.375464E7	9.688933E7	1.0087324E8	1.0078992E8	
sp|O00232|PSD12_HUMAN	O00232	PSD12_HUMAN	PSMD12	456	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 12	1.0	0.999	25	295	295	295	47	43	52	48	51	54	47	43	52	48	51	54	47	43	52	48	51	54	2.316466E8	2.3314518E8	2.5696115E8	2.5268816E8	2.972272E8	2.8117222E8	3.0219988E7	3.0043536E7	3.229199E7	3.3381684E7	3.4627252E7	3.3933504E7	
sp|O00233|PSMD9_HUMAN	O00233	PSMD9_HUMAN	PSMD9	223	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 9	1.0	0.999	8	93	93	93	16	13	16	17	16	15	16	13	16	17	16	15	16	13	16	17	16	15	6.816727E7	6.6675456E7	7.0889064E7	7.138153E7	7.4000856E7	7.558473E7	1.6176575E7	1.5820236E7	1.6248823E7	1.6941988E7	1.6344171E7	1.7966878E7	
